dataset,row_id,full_question,final_ground_truth,hop_questions,hop_ground_truths,hop_responses
twohopfact,131493,The capital of the country led by president Mohamed Ould Ghazouani is,Nouakchott,"[""The country led by president Mohamed Ould Ghazouani is"", ""The capital of Mauritania is""]","[""Mauritania|Islamic Republic of Mauritania|Muritanya|Agawej|Gànnaar|Murutaane|Moritani|mr|🇲🇷|Gannaar|MTN|Mauretania"", ""Nouakchott|Nouakchott, Mauritania|Nawākshūṭ|Nawakshut|Capital of Mauritania|Nouakchot|Noukchott|Nuwākshūṭ""]","[""Mauritania"", ""Nouakchott.""]"
twohopfact,131494,The capital of the country led by president Isaias Afwerki is,Asmara,"[""The country led by president Isaias Afwerki is"", ""The capital of Eritrea is""]","[""Eritrea|State of Eritrea|Ertrā|Iritriyā|er|🇪🇷|ERI|IRI"", ""Asmara|Asmera""]","[""Eritrea"", ""Asmara""]"
twohopfact,131497,The capital of the country led by president Denis Sassou-Nguesso is,Brazzaville,"[""The country led by president Denis Sassou-Nguesso is"", ""The capital of Republic of the Congo is""]","[""Republic of the Congo|Congo-Brazzaville|Congo Republic|République du Congo|Republic of Congo|cg|Rep. Congo|🇨🇬|Republique du Congo|Congo (Brazzaville)|CGO|Congo"", ""Brazzaville""]","[""Republic of Congo"", ""Brazzaville""]"
twohopfact,131501,The capital of the country led by president Paul Kagame is,Kigali,"[""The country led by president Paul Kagame is"", ""The capital of Rwanda is""]","[""Rwanda|Republic of Rwanda|rw|🇷🇼"", ""Kigali""]","[""Rwanda"", ""Kigali""]"
twohopfact,131502,The capital of the country led by president George Weah is,Monrovia,"[""The country led by president George Weah is"", ""The capital of Liberia is""]","[""Liberia|Republic of Liberia|lr|🇱🇷|LBR"", ""Monrovia""]","[""Liberia"", ""Monrovia""]"
twohopfact,131504,The capital of the country led by president Julius Maada Bio is,Freetown,"[""The country led by president Julius Maada Bio is"", ""The capital of Sierra Leone is""]","[""Sierra Leone|Republic of Sierra Leone|sl|🇸🇱|SLE"", ""Freetown""]","[""Sierra Leone"", ""Freetown""]"
twohopfact,131505,The capital of the country led by president Daniel Ortega is,Managua,"[""The country led by president Daniel Ortega is"", ""The capital of Nicaragua is""]","[""Nicaragua|ni|🇳🇮|Republic of Nicaragua|NIC|NCA"", ""Managua|Managua, Nicaragua""]","[""Nicaragua"", ""Managua""]"
twohopfact,131508,The capital of the country led by president Salva Kiir Mayardit is,Juba,"[""The country led by president Salva Kiir Mayardit is"", ""The capital of South Sudan is""]","[""South Sudan|Republic of South Sudan|Southern Sudan|ss|🇸🇸|SSD"", ""Juba""]","[""South Sudan"", ""Juba""]"
twohopfact,131653,The country with the national anthem 'The Star-Spangled Banner' is led by president,Joe Biden,"[""The country with the national anthem 'The Star-Spangled Banner' is"", ""United States of America is led by president""]","[""United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica"", ""Joe Biden|Joseph Biden|Joseph R. Biden|Joseph R. Biden Jr.|Joseph R. Biden, Jr.|Biden|JRB|POTUS 46|Joe R. Biden Jr.|Joseph Robinette Biden|President Biden|President Joe Biden|President Joseph Biden|President Joseph R. Biden|Joseph Robinette Biden Jr.|President Joseph Biden Jr.|President Joseph Robinette Biden|President Joseph R. Biden Jr.|Joe R. Biden|President Joseph Robinette Biden Jr.|Joe Biden Jr.|Robin Ware|Robert L. Peters|JRB Ware""]","[""United States"", ""Joe Biden""]"
twohopfact,131655,The country with the national anthem 'İstiklâl Marşı' is led by president,Recep Tayyip Erdoğan,"[""The country with the national anthem 'İstiklâl Marşı' is"", ""Turkey is led by president""]","[""Turkey|TUR|TR|Republic of Türkiye|Türkiye|Republic of Turkey"", ""Recep Tayyip Erdoğan|Tayyip Erdoğan|Erdoğan""]","[""Turkey"", ""Recep Tayyip Erdogan""]"
twohopfact,131666,The country with the national anthem 'Amar Sonar Bangla' is led by president,Abdul Hamid,"[""The country with the national anthem 'Amar Sonar Bangla' is"", ""Bangladesh is led by president""]","[""Bangladesh|bd|🇧🇩|BAN|People's Republic of Bangladesh"", ""Abdul Hamid|Mohammad Abdul Hamid""]","[""Bangladesh"", ""Mohammad Abdul Hamid""]"
twohopfact,131672,The country with the national anthem 'Amhrán na bhFiann' is led by president,Michael D. Higgins,"[""The country with the national anthem 'Amhrán na bhFiann' is"", ""Republic of Ireland is led by president""]","[""Republic of Ireland|Éire|IE|IRL|Hibernia|Ireland, Republic of|🇮🇪|Eire|Southern Ireland|Ireland (state)|Ireland"", ""Michael D. Higgins|Michael Daniel Higgins|Michael Higgins|President Michael D. Higgins|President Michael Daniel Higgins|President Higgins|President Michael Higgins|Mícheál Dónal Ó hUigínn|Mícheál Ó hUigínn""]","[""Ireland"", ""Michael D. Higgins""]"
twohopfact,131680,The country with the national anthem 'La Congolaise' is led by president,Denis Sassou-Nguesso,"[""The country with the national anthem 'La Congolaise' is"", ""Republic of the Congo is led by president""]","[""Republic of the Congo|Congo-Brazzaville|Congo Republic|République du Congo|Republic of Congo|cg|Rep. Congo|🇨🇬|Republique du Congo|Congo (Brazzaville)|CGO|Congo"", ""Denis Sassou-Nguesso|Denis Sassou Nguesso|Denis Sassou-Ngeuesso""]","[""Congo"", ""Denis Sassou Nguesso""]"
twohopfact,131881,"The country with Washington, D.C. as its capital is led by president",Joe Biden,"[""The country with Washington, D.C. as its capital is"", ""United States of America is led by president""]","[""United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica"", ""Joe Biden|Joseph Biden|Joseph R. Biden|Joseph R. Biden Jr.|Joseph R. Biden, Jr.|Biden|JRB|POTUS 46|Joe R. Biden Jr.|Joseph Robinette Biden|President Biden|President Joe Biden|President Joseph Biden|President Joseph R. Biden|Joseph Robinette Biden Jr.|President Joseph Biden Jr.|President Joseph Robinette Biden|President Joseph R. Biden Jr.|Joe R. Biden|President Joseph Robinette Biden Jr.|Joe Biden Jr.|Robin Ware|Robert L. Peters|JRB Ware""]","[""United States"", ""Joe Biden""]"
twohopfact,131882,The country with Moscow as its capital is led by president,Vladimir Putin,"[""The country with Moscow as its capital is"", ""Russia is led by president""]","[""Russia|Rossiya|Rossija|RU|RUS|Rossijskaja Federatsija|Russian Federation|Rossiyskaya Federatsiya|RF|Российская Федерация|Россия|Federation of Russia"", ""Vladimir Putin|Vladimir Vladimirovich Putin|Putin""]","[""Russia"", ""Vladimir Putin""]"
twohopfact,131884,The country with Ankara as its capital is led by president,Recep Tayyip Erdoğan,"[""The country with Ankara as its capital is"", ""Turkey is led by president""]","[""Turkey|TUR|TR|Republic of Türkiye|Türkiye|Republic of Turkey"", ""Recep Tayyip Erdoğan|Tayyip Erdoğan|Erdoğan""]","[""Turkey"", ""Recep Tayyip Erdogan""]"
twohopfact,131892,The country with Minsk as its capital is led by president,Alexander Lukashenka,"[""The country with Minsk as its capital is"", ""Belarus is led by president""]","[""Belarus|🇧🇾|White Russia|White Ruthenia|Republic of Belarus|by|Byeloruss|BLR|Bielorussia|Belorussia|Byelorussia|Respublika Belarus'|Respublika Bielaruś|Bielaruś"", ""Alexander Lukashenka|Alexander Grigoryevich Lukashenko|Aliaksandr Lukashenka|Aliaksandr Ryhoravich Lukashenka|Alexander Lukashenko""]","[""Belarus"", ""Alexander Lukashenko""]"
twohopfact,131893,The country with Jakarta as its capital is led by president,Joko Widodo,"[""The country with Jakarta as its capital is"", ""Indonesia is led by president""]","[""Indonesia|Republic of Indonesia|id|INA|IDN"", ""Joko Widodo|Mulyono|Jokowi""]","[""Indonesia"", ""Joko Widodo""]"
twohopfact,131898,The country with Caracas as its capital is led by president,Nicolás Maduro,"[""The country with Caracas as its capital is"", ""Venezuela is led by president""]","[""Venezuela|Bolivarian Republic of Venezuela|BR Venezuela|VE|🇻🇪|Estados Unidos de Venezuela|Vzla|VEN"", ""Nicolás Maduro|Nicolás Maduro Moros|Nicolas Maduro Moros|Nicolas Maduro|Maduro""]","[""Venezuela"", ""Nicolas Maduro""]"
twohopfact,131899,The country with Dhaka as its capital is led by president,Abdul Hamid,"[""The country with Dhaka as its capital is"", ""Bangladesh is led by president""]","[""Bangladesh|bd|🇧🇩|BAN|People's Republic of Bangladesh"", ""Abdul Hamid|Mohammad Abdul Hamid""]","[""Bangladesh"", ""Mohammad Abdul Hamid""]"
twohopfact,131905,The country with Dublin as its capital is led by president,Michael D. Higgins,"[""The country with Dublin as its capital is"", ""Republic of Ireland is led by president""]","[""Republic of Ireland|Éire|IE|IRL|Hibernia|Ireland, Republic of|🇮🇪|Eire|Southern Ireland|Ireland (state)|Ireland"", ""Michael D. Higgins|Michael Daniel Higgins|Michael Higgins|President Michael D. Higgins|President Michael Daniel Higgins|President Higgins|President Michael Higgins|Mícheál Dónal Ó hUigínn|Mícheál Ó hUigínn""]","[""Ireland"", ""Michael D. Higgins""]"
twohopfact,131907,The country with Tunis as its capital is led by president,Kais Saied,"[""The country with Tunis as its capital is"", ""Tunisia is led by president""]","[""Tunisia|Republic of Tunisia|Tunisian Republic|tn|🇹🇳|TUN"", ""Kais Saied|Qais Sa'id|Qays Sa'id|Qays Suʿayyid|Kaïs Saïed""]","[""Tunisia"", ""Kais Saied""]"
twohopfact,131909,The country with Sucre as its capital is led by president,Luis Arce,"[""The country with Sucre as its capital is"", ""Bolivia is led by president""]","[""Bolivia|bo|🇧🇴|Plurinational State of Bolivia|bol|Republic of Bolivia|Bolivia (Plurinational State of)"", ""Luis Arce|Luis Alberto Arce Catacora|Lucho""]","[""Bolivia"", ""Luis Arce""]"
twohopfact,131910,The country with Sanaa as its capital is led by president,Abdrabbuh Mansour Hadi,"[""The country with Sanaa as its capital is"", ""Yemen is led by president""]","[""Yemen|Republic of Yemen|ye|Rep. Yemen|🇾🇪|YEM"", ""Abdrabbuh Mansour Hadi|Mansour Hadi|President Abdrabbuh Mansour Hadi|Abd-Rabbu Mansour Hadi|Abdrabbuh Mansur Hadi|Abdorabuh Mansour Hadi""]","[""Yemen."", ""Abdrabbuh Mansur Hadi""]"
twohopfact,131911,The country with Aden as its capital is led by president,Abdrabbuh Mansour Hadi,"[""The country with Aden as its capital is"", ""Yemen is led by president""]","[""Yemen|Republic of Yemen|ye|Rep. Yemen|🇾🇪|YEM"", ""Abdrabbuh Mansour Hadi|Mansour Hadi|President Abdrabbuh Mansour Hadi|Abd-Rabbu Mansour Hadi|Abdrabbuh Mansur Hadi|Abdorabuh Mansour Hadi""]","[""Yemen"", ""Abdrabbuh Mansur Hadi""]"
twohopfact,131914,The country with Yaoundé as its capital is led by president,Paul Biya,"[""The country with Yaoundé as its capital is"", ""Cameroon is led by president""]","[""Cameroon|🇨🇲|CMR|CAM|CM|Republic of Cameroon"", ""Paul Biya|Paul Biya Bi Mvondo""]","[""Cameroon"", ""Paul Biya""]"
twohopfact,131915,The country with Asmara as its capital is led by president,Isaias Afwerki,"[""The country with Asmara as its capital is"", ""Eritrea is led by president""]","[""Eritrea|State of Eritrea|Ertrā|Iritriyā|er|🇪🇷|ERI|IRI"", ""Isaias Afwerki""]","[""Eritrea"", ""Isaias Afwerki""]"
twohopfact,131919,The country with Brazzaville as its capital is led by president,Denis Sassou-Nguesso,"[""The country with Brazzaville as its capital is"", ""Republic of the Congo is led by president""]","[""Republic of the Congo|Congo-Brazzaville|Congo Republic|République du Congo|Republic of Congo|cg|Rep. Congo|🇨🇬|Republique du Congo|Congo (Brazzaville)|CGO|Congo"", ""Denis Sassou-Nguesso|Denis Sassou Nguesso|Denis Sassou-Ngeuesso""]","[""Republic of Congo"", ""Denis Sassou Nguesso""]"
twohopfact,131924,The country with Monrovia as its capital is led by president,George Weah,"[""The country with Monrovia as its capital is"", ""Liberia is led by president""]","[""Liberia|Republic of Liberia|lr|🇱🇷|LBR"", ""George Weah|George Manneh Oppong Weah""]","[""Liberia"", ""George Weah""]"
twohopfact,131927,The country with Managua as its capital is led by president,Daniel Ortega,"[""The country with Managua as its capital is"", ""Nicaragua is led by president""]","[""Nicaragua|ni|🇳🇮|Republic of Nicaragua|NIC|NCA"", ""Daniel Ortega|José Daniel Ortega Saavedraa""]","[""Nicaragua"", ""Daniel Ortega""]"
twohopfact,133309,The developer of the game 'Beyond: Two Souls' was founded by the person named,David Cage,"[""The developer of the game 'Beyond: Two Souls' is"", ""Quantic Dream was founded by the person named""]","[""Quantic Dream|Quantic Dream SA"", ""David Cage|David De Gruttola""]","[""Quantic Dream"", ""David Cage.""]"
twohopfact,133957,The developer of the game 'Minecraft China' was founded by the person named,Markus Persson,"[""The developer of the game 'Minecraft China' is"", ""Mojang Studios was founded by the person named""]","[""Mojang Studios|Mojang Specifications"", ""Markus Persson|Markus Alexej Persson|xNotch|Nizzotch|Notch|Markus Alexei""]","[""Mojang Studios"", ""Mojang Studios was founded by Markus \""Notch\"" Persson.""]"
twohopfact,134011,The developer of the game 'Day of the Tentacle Remastered' was founded by the person named,Tim Schafer,"[""The developer of the game 'Day of the Tentacle Remastered' is"", ""Double Fine was founded by the person named""]","[""Double Fine|Double Fine Productions|Double Fine Productions, Inc."", ""Tim Schafer|Timothy John Schafer""]","[""Double Fine Productions"", ""Tim Schafer""]"
twohopfact,134178,The developer of the game 'SD Gundam: G Generation Portable' was founded by the person named,Masaya Nakamura,"[""The developer of the game 'SD Gundam: G Generation Portable' is"", ""Bandai Namco Entertainment was founded by the person named""]","[""Bandai Namco Entertainment|Namco Bandai Games|BNGI|Bandai Namco Games|BANDAI NAMCO Entertainment Inc.|BNEI|NBGI|Bandai Namco|Namco|Namco Entertainment"", ""Masaya Nakamura""]","[""Bandai Namco Games"", ""Masaya Nakamura""]"
twohopfact,134299,The developer of the game 'Minecraft: Java Edition' was founded by the person named,Markus Persson,"[""The developer of the game 'Minecraft: Java Edition' is"", ""Mojang Studios was founded by the person named""]","[""Mojang Studios|Mojang Specifications"", ""Markus Persson|Markus Alexej Persson|xNotch|Nizzotch|Notch|Markus Alexei""]","[""Mojang Studios"", ""Mojang Studios was founded by Markus \""Notch\"" Persson.""]"
twohopfact,134754,The developer of the game 'Death Stranding Director's Cut' was founded by the person named,Hideo Kojima,"[""The developer of the game 'Death Stranding Director's Cut' is"", ""Kojima Productions was founded by the person named""]","[""Kojima Productions"", ""Hideo Kojima""]","[""Kojima Productions"", ""Hideo Kojima""]"
twohopfact,135144,The developer of the game 'Divinity II' was founded by the person named,Swen Vincke,"[""The developer of the game 'Divinity II' is"", ""Larian Studios was founded by the person named""]","[""Larian Studios"", ""Swen Vincke|Swen Johan Vincke""]","[""Larian Studios."", ""Swen Vincke""]"
twohopfact,135158,The developer of the game 'Divinity: Original Sin' was founded by the person named,Swen Vincke,"[""The developer of the game 'Divinity: Original Sin' is"", ""Larian Studios was founded by the person named""]","[""Larian Studios"", ""Swen Vincke|Swen Johan Vincke""]","[""Larian Studios"", ""Swen Vincke""]"
twohopfact,135172,The developer of the game 'Divinity: Dragon Commander' was founded by the person named,Swen Vincke,"[""The developer of the game 'Divinity: Dragon Commander' is"", ""Larian Studios was founded by the person named""]","[""Larian Studios"", ""Swen Vincke|Swen Johan Vincke""]","[""Larian Studios"", ""Swen Vincke""]"
twohopfact,135178,The developer of the game 'Divinity: Original Sin 2' was founded by the person named,Swen Vincke,"[""The developer of the game 'Divinity: Original Sin 2' is"", ""Larian Studios was founded by the person named""]","[""Larian Studios"", ""Swen Vincke|Swen Johan Vincke""]","[""Larian Studios"", ""Swen Vincke""]"
twohopfact,135180,The developer of the game 'Baldur's Gate III' was founded by the person named,Swen Vincke,"[""The developer of the game 'Baldur's Gate III' is"", ""Larian Studios was founded by the person named""]","[""Larian Studios"", ""Swen Vincke|Swen Johan Vincke""]","[""Larian Studios"", ""Swen Vincke""]"
twohopfact,135181,The developer of the game 'Divinity: Original Sin - Enhanced Edition' was founded by the person named,Swen Vincke,"[""The developer of the game 'Divinity: Original Sin - Enhanced Edition' is"", ""Larian Studios was founded by the person named""]","[""Larian Studios"", ""Swen Vincke|Swen Johan Vincke""]","[""Larian Studios"", ""Swen Vincke""]"
twohopfact,185702,The company founded by Gordon Moore has its headquarters in the city of,Santa Clara,"[""The company founded by Gordon Moore is"", ""Intel has its headquarters in the city of""]","[""Intel|Intel Corporation|N M Electronics|Integrated Electronics|Integrated Electronics Corporation|Intel Corp.|INTC|INTEL CORPORATION     (Santa Clara, CA)"", ""Santa Clara|Santa Clara, California|Santa Clara, CA""]","[""Intel Corporation"", ""Santa Clara, California.""]"
