reason,response_excerpt,status,uid
r1_alias_not_found,Tobio Okabe,failed,268486
r1_alias_not_found,"I cannot verify who developed ""Girl Friend BETA"".",failed,268485
r1_alias_not_found,Square Enix.,failed,268487
r1_alias_not_found,I cannot verify who developed Pharaoh Rebirth+.,failed,268489
r1_alias_not_found,"I couldn't find any information on a game called ""Battle Girl High School"".",failed,268488
r1_alias_not_found,I don't have access to that information.,failed,268491
r1_alias_not_found,"I don't have information on who developed ""Hero and Daughter+.""",failed,268490
r1_alias_not_found,Tatsunoko Productions,failed,268492
r1_alias_not_found,Nintendo,failed,268493
r1_alias_not_found,"I don't have information on the developer of ""Pastel Memories"".",failed,268494
r1_alias_not_found,Akihiro Hino,failed,268496
r1_alias_not_found,"I couldn't find any information on a game called ""White Cat Tennis"".",failed,268495
r1_alias_not_found,Capcom,failed,268497
r1_alias_not_found,"I don't have information on who developed ""takt op. Symphony"".",failed,268499
r1_alias_not_found,"I couldn't find any information on a game called ""Jack Jeanne"". Could you provide more context or details about the game? I'll do my best to help.",failed,268498
r1_alias_not_found,I don't have access to that information.,failed,268501
r1_alias_not_found,"I couldn't find any information on a game called ""Uzu Keobukseon"". It's possible that it's a lesser-known or older game. Can you provide more context or details about the game?",failed,268500
r1_alias_not_found,Ludwig Wettstein,failed,268503
r1_alias_not_found,"I don't have information on a specific game called ""World Boss"" developed by a particular person. Can I help you with anything else?",failed,268502
r1_alias_not_found,"I couldn't find any information on a game called ""DokeV"".",failed,268506
r2_alias_not_found,Nasdaq,failed,268505
r1_alias_not_found,"I couldn't find any information on a game called ""Crimson Desert"".",failed,268507
r1_alias_not_found,"I couldn't find any information on a game called ""Gunster: Rain of Bullets"". It's possible that it's a lesser-known or older game. Can you provide more context or details about the game? I'll do my be",failed,268504
r1_alias_not_found,NCSOFT,failed,268508
r1_alias_not_found,NCSOFT,failed,268509
r1_alias_not_found,EA Los Angeles,failed,268511
r1_alias_not_found,Game Freak,failed,268512
r1_alias_not_found,EA Tiburon,failed,268513
r1_alias_not_found,"I don't have information on a game called ""Shadow Arena"" developed by a specific person.",failed,268510
r1_alias_not_found,"I couldn't find any information on a game called ""Angelique"". Could you provide more context or clarify which game you are referring to? I'll do my best to help.",failed,268515
r1_alias_not_found,Capcom,failed,268517
r1_alias_not_found,"I couldn't find any information on a game called ""Evil Zone"". Could you provide more context or details about the game? I'll do my best to help.",failed,268519
r1_alias_not_found,"I couldn't find any information on a game called ""EOE: Eve of Extinction"". It's possible that it's a lesser-known or older game. If you could provide more context or details, I may be able to help fur",failed,268518
r1_alias_not_found,"I cannot verify who developed ""Berserk: Millennium Falcon Hen Seima Senki no Shō"".",failed,268520
r1_alias_not_found,Yukeki Mino,failed,268522
r1_alias_not_found,"I'm sorry, but I cannot verify who developed ""Rumble Roses"".",failed,268521
r1_alias_not_found,"I couldn't find any information on a game called ""Operation WinBack"".",failed,268524
r1_alias_not_found,Capcom,failed,268525
r1_alias_not_found,"I couldn't find any information on a game called ""Tehkan World Cup"".",failed,268526
r1_alias_not_found,"I couldn't find any information on a game called ""Last Legion UX"". It's possible that it's a lesser-known or independent game, or it may be a misspelling or incorrect title. If you can provide more co",failed,268523
r1_alias_not_found,"I couldn't find any information on a game called ""Sweet Ange"". Could you provide more context or details about the game? I'll do my best to help.",failed,268527
r1_alias_not_found,"I don't have information on who developed ""Sōkaigi"".",failed,268529
r1_alias_not_found,"I couldn't find any information on a game called ""The Dog Island"". Could you provide more context or details about the game? I'll do my best to help.",failed,268528
r1_alias_not_found,I don't have access to that information.,failed,268530
r1_alias_not_found,"I don't have information on who developed ""D1 Grand Prix"".",failed,268531
r1_alias_not_found,"I couldn't find any information on a game called ""Double D Dodgeball"".",failed,268532
r1_alias_not_found,"I couldn't find any information on a game called ""Feel Ski"".",failed,268533
r1_alias_not_found,"I'm sorry, but I cannot verify who developed the game ""Quantum Theory"".",failed,268534
r1_alias_not_found,"I couldn't find any information on a game called ""Gridiron Fight"".",failed,268535
r1_alias_not_found,"I'm sorry, but I cannot verify who developed the game ""Guzzler"".",failed,268536
r1_alias_not_found,"I couldn't find any information on a game called ""Neves"".",failed,268537
r1_alias_not_found,"I'm sorry, but I cannot verify who developed the game ""Star Force"".",failed,268539
r1_alias_not_found,"I couldn't find any information on a game called ""Online Pro Wrestling"". Could you provide more context or details about the game? I'll do my best to help.",failed,268538
r1_alias_not_found,"I couldn't find any information on a game called ""Zill O'll Infinite"".",failed,268541
r1_alias_not_found,"I couldn't find any information on a game called ""Wrestle Kingdom"". Could you provide more context or clarify which game you are referring to? I'll do my best to help.",failed,268540
r1_alias_not_found,Ubisoft,failed,268542
r1_alias_not_found,Guillermo del Toro and Travis Beacham.,failed,268543
r1_alias_not_found,Fate Games,failed,268544
r1_alias_not_found,Tecmo Koei,failed,268546
r1_alias_not_found,Fifth Season,failed,268547
r1_alias_not_found,Treyarch,failed,268549
r1_alias_not_found,Samuel Hall,failed,268550
r2_alias_not_found,Nasdaq,failed,268548
r1_alias_not_found,"I couldn't find any information on a game called ""Attack on Titan: Escape from Certain Death"". It's possible that it's a lesser-known or older title. If you could provide more context or clarify which",failed,268545
r1_alias_not_found,"I'm sorry, but I cannot verify who developed the game ""Death Rally"".",failed,268551
r1_alias_not_found,Hideo Kojima,failed,268553
r1_alias_not_found,Tencent Games,failed,268554
r2_alias_not_found,Nasdaq,failed,268552
r1_alias_not_found,Bethesda Game Studios,failed,268556
r1_alias_not_found,"I don't have information on a game called ""CrossfireX"". Can I help you with something else?",failed,268557
r1_alias_not_found,"I'm sorry, but I cannot verify who developed ""Control: The Foundation"".",failed,268558
r2_alias_not_found,Nasdaq,failed,268555
r1_alias_not_found,Jason Schreier,failed,268559
r2_alias_not_found,Nasdaq,failed,268561
r2_alias_not_found,Nasdaq,failed,268562
r1_alias_not_found,"I couldn't find any information on a game called ""Project Condor"". Could you provide more context or details about the game? I'll do my best to help.",failed,268560
r1_alias_not_found,Atlus,failed,268565
r1_alias_not_found,"I don't have information on a ""Control 2"" game.",failed,268564
r1_alias_not_found,Yoshi-Pop,failed,268566
r2_alias_not_found,Nasdaq,failed,268563
r1_alias_not_found,Kotobukiya,failed,268567
r1_alias_not_found,Tecmo Koei,failed,268568
r1_alias_not_found,Ape Inc.,failed,268570
r1_alias_not_found,"I don't have information on the developer of ""IA/VT Colorful"".",failed,268569
r1_alias_not_found,Yoshi's Story,failed,268572
r1_alias_not_found,"I couldn't find any information on a game called ""Forbidden Magna"".",failed,268571
r1_alias_not_found,Tatsunoko Productions,failed,268573
r1_alias_not_found,Capcom,failed,268574
r1_alias_not_found,Tatsunoko Productions,failed,268575
r1_alias_not_found,Bandai Namco Studios,failed,268576
r1_alias_not_found,Hideo Kojima,failed,268577
r1_alias_not_found,Koei Tecmo Games,failed,268578
r1_alias_not_found,Blizzard North (now Blizzard Entertainment).,failed,268580
r1_alias_not_found,"I couldn't find any information on a game called ""WACCA"".",failed,268579
r1_alias_not_found,Kotaro Uchida,failed,268581
r1_alias_not_found,Tecmo Koei,failed,268582
r1_alias_not_found,Taito Studio,failed,268585
r1_alias_not_found,"I don't have information on the developer of ""Loop8: Summer of Gods"".",failed,268584
r1_alias_not_found,I cannot verify who developed Deadcraft.,failed,268586
r1_alias_not_found,I cannot verify who developed Deadcraft Deluxe Edition.,failed,268587
r1_alias_not_found,"I couldn't find any information on a game called ""Silent Hope"".",failed,268588
r1_alias_not_found,"I don't have information on the developer of ""DEADCRAFT"".",failed,268589
r1_alias_not_found,Tales of,failed,268591
r1_alias_not_found,"I don't have information on a ""Rune Factory 6"".",failed,268590
r1_alias_not_found,"I don't have information on a game called ""Project Magia."" Can I help you with something else?",failed,268593
r1_alias_not_found,"I couldn't find any information on a game called ""Project Life is RPG"". It's possible that it's a lesser-known or older title, or it may be a misspelling or incorrect name. If you could provide more c",failed,268592
r1_alias_not_found,"I couldn't find any information on a game called ""The Hero Kill"". Could you provide more context or clarify which game you are referring to? I'll do my best to help.",failed,268594
r1_alias_not_found,I don't have access to that information.,failed,268595
r1_alias_not_found,Supercell.,failed,268597
